order_id,First Name,Last Name,Middle Initial,Gender,E-Mail,Phone No,City,County,cust_id,ref_num,category,price,quantity_ordered,total,payment_method,status
100354678,Jani,Titus,W,F,jani.titus@gmail.com,405-959-1129,Vinson,Harmon,60124,987867,Men's Fashion,89.9,21,1798,cod,received
100354678,Jani,Titus,W,F,jani.titus@gmail.com,405-959-1129,Vinson,Harmon,60124,987867,Men's Fashion,19,11,190,cod,received
100354680,Jani,Titus,W,F,jani.titus@gmail.com,405-959-1129,Vinson,Harmon,60124,987867,Men's Fashion,149.9,9,1199.2,cod,complete
100354680,Jani,Titus,W,F,jani.titus@gmail.com,405-959-1129,Vinson,Harmon,60124,987867,Men's Fashion,79.9,9,639.2,cod,complete
100367357,Jani,Titus,W,F,jani.titus@gmail.com,405-959-1129,Vinson,Harmon,60124,987867,Men's Fashion,99.9,2,99.9,cod,received
100367357,Jani,Titus,W,F,jani.titus@gmail.com,405-959-1129,Vinson,Harmon,60124,987867,Men's Fashion,39.9,2,39.9,cod,received
100367360,Jani,Titus,W,F,jani.titus@gmail.com,405-959-1129,Vinson,Harmon,60124,987867,Mobiles & Tablets,47.6,2,47.6,cod,order_refunded
100354677,Lee,Eaker,S,M,lee.eaker@gmail.com,239-335-6755,Graham,Bradford,42485,171143,Mobiles & Tablets,49,2,49,Payaxis,canceled
100354677,Lee,Eaker,S,M,lee.eaker@gmail.com,239-335-6755,Graham,Bradford,42485,171143,Computing,135,2,135,Payaxis,canceled
100354677,Lee,Eaker,S,M,lee.eaker@gmail.com,239-335-6755,Graham,Bradford,42485,171143,Appliances,549.9,2,549.9,Payaxis,canceled
100356116,Lee,Eaker,S,M,lee.eaker@gmail.com,239-335-6755,Graham,Bradford,42485,171143,Appliances,549.9,1,0,Payaxis,order_refunded
100358724,Lee,Eaker,S,M,lee.eaker@gmail.com,239-335-6755,Graham,Bradford,42485,171143,Appliances,549.9,1,0,cod,order_refunded
100403034,Lee,Eaker,S,M,lee.eaker@gmail.com,239-335-6755,Graham,Bradford,42485,171143,Appliances,254.8,2,214.99372,Easypay,canceled
100403034,Lee,Eaker,S,M,lee.eaker@gmail.com,239-335-6755,Graham,Bradford,42485,171143,Appliances,315.5,2,266.21083,Easypay,canceled
100403034,Lee,Eaker,S,M,lee.eaker@gmail.com,239-335-6755,Graham,Bradford,42485,171143,Home & Living,69.8,2,58.89545,Easypay,canceled
100403077,Lee,Eaker,S,M,lee.eaker@gmail.com,239-335-6755,Graham,Bradford,42485,171143,Appliances,254.8,2,214.99372,Easypay,canceled
100403077,Lee,Eaker,S,M,lee.eaker@gmail.com,239-335-6755,Graham,Bradford,42485,171143,Appliances,315.5,2,266.21083,Easypay,canceled
100403077,Lee,Eaker,S,M,lee.eaker@gmail.com,239-335-6755,Graham,Bradford,42485,171143,Home & Living,69.8,2,58.89545,Easypay,canceled
100403411,Lee,Eaker,S,M,lee.eaker@gmail.com,239-335-6755,Graham,Bradford,42485,171143,Appliances,254.8,2,214.99372,Easypay,canceled
100403411,Lee,Eaker,S,M,lee.eaker@gmail.com,239-335-6755,Graham,Bradford,42485,171143,Appliances,315.5,2,266.21083,Easypay,canceled
100403411,Lee,Eaker,S,M,lee.eaker@gmail.com,239-335-6755,Graham,Bradford,42485,171143,Home & Living,69.8,2,58.89545,Easypay,canceled
100403502,Lee,Eaker,S,M,lee.eaker@gmail.com,239-335-6755,Graham,Bradford,42485,171143,Appliances,254.8,2,214.99372,Easypay,canceled
100403502,Lee,Eaker,S,M,lee.eaker@gmail.com,239-335-6755,Graham,Bradford,42485,171143,Appliances,315.5,2,266.21083,Easypay,canceled
100403502,Lee,Eaker,S,M,lee.eaker@gmail.com,239-335-6755,Graham,Bradford,42485,171143,Home & Living,69.8,2,58.89545,Easypay,canceled
100403536,Lee,Eaker,S,M,lee.eaker@gmail.com,239-335-6755,Graham,Bradford,42485,171143,Appliances,254.8,3,407.68,Easypay,complete
100403536,Lee,Eaker,S,M,lee.eaker@gmail.com,239-335-6755,Graham,Bradford,42485,171143,Appliances,315.5,3,504.8,Easypay,complete
100403536,Lee,Eaker,S,M,lee.eaker@gmail.com,239-335-6755,Graham,Bradford,42485,171143,Home & Living,69.8,3,111.68,Easypay,complete
100422764,Lee,Eaker,S,M,lee.eaker@gmail.com,239-335-6755,Graham,Bradford,42485,171143,Home & Living,499.8,3,799.68,Easypay,complete
100354679,Jason,Simoneau,G,M,jason.simoneau@gmail.com,701-522-6439,Grand Forks,Grand Forks,53620,650142,Appliances,166.5,2,166.5,cod,canceled
100354679,Jason,Simoneau,G,M,jason.simoneau@gmail.com,701-522-6439,Grand Forks,Grand Forks,53620,650142,Women's Fashion,140,2,140,cod,canceled
100358823,Jason,Simoneau,G,M,jason.simoneau@gmail.com,701-522-6439,Grand Forks,Grand Forks,53620,650142,Appliances,199,2,199,cod,canceled
100359410,Jason,Simoneau,G,M,jason.simoneau@gmail.com,701-522-6439,Grand Forks,Grand Forks,53620,650142,Appliances,199,11,1990,cod,complete
100359558,Jason,Simoneau,G,M,jason.simoneau@gmail.com,701-522-6439,Grand Forks,Grand Forks,53620,650142,Appliances,199.9,11,1999,cod,complete
100354681,Grover,Bayless,X,M,grover.bayless@yahoo.com,808-380-3891,Laupahoehoe,Hawaii,56836,578084,Appliances,1099.9,2,1099.9,Easypay,canceled
100354682,Grover,Bayless,X,M,grover.bayless@yahoo.com,808-380-3891,Laupahoehoe,Hawaii,56836,578084,Appliances,1099.9,2,1099.9,Payaxis,canceled
100354684,Grover,Bayless,X,M,grover.bayless@yahoo.com,808-380-3891,Laupahoehoe,Hawaii,56836,578084,Appliances,1099.9,2,1099.9,Easypay,canceled
100356443,Grover,Bayless,X,M,grover.bayless@yahoo.com,808-380-3891,Laupahoehoe,Hawaii,56836,578084,Appliances,1099.9,2,1099.9,Easypay,canceled
100357608,Grover,Bayless,X,M,grover.bayless@yahoo.com,808-380-3891,Laupahoehoe,Hawaii,56836,578084,Appliances,1543.5,2,1543.5,Payaxis,canceled
100357611,Grover,Bayless,X,M,grover.bayless@yahoo.com,808-380-3891,Laupahoehoe,Hawaii,56836,578084,Appliances,1543.5,2,1543.5,Easypay,canceled
100357990,Grover,Bayless,X,M,grover.bayless@yahoo.com,808-380-3891,Laupahoehoe,Hawaii,56836,578084,Appliances,1543.5,2,1543.5,Payaxis,canceled
100358002,Grover,Bayless,X,M,grover.bayless@yahoo.com,808-380-3891,Laupahoehoe,Hawaii,56836,578084,Appliances,1543.5,2,1543.5,Easypay,canceled
100358330,Grover,Bayless,X,M,grover.bayless@yahoo.com,808-380-3891,Laupahoehoe,Hawaii,56836,578084,Appliances,1543.5,2,1543.5,Payaxis,canceled
100359296,Grover,Bayless,X,M,grover.bayless@yahoo.com,808-380-3891,Laupahoehoe,Hawaii,56836,578084,Appliances,483.5,2,483.5,Easypay,canceled
100359308,Grover,Bayless,X,M,grover.bayless@yahoo.com,808-380-3891,Laupahoehoe,Hawaii,56836,578084,Appliances,483.5,2,483.5,Easypay,canceled
100354683,Albertina,Bensen,U,F,albertina.bensen@gmail.com,307-308-4981,Glendo,Platte,60125,688994,Men's Fashion,170,3,340,Payaxis,canceled
100354683,Albertina,Bensen,U,F,albertina.bensen@gmail.com,307-308-4981,Glendo,Platte,60125,688994,Men's Fashion,170,2,170,Payaxis,canceled
100355124,Albertina,Bensen,U,F,albertina.bensen@gmail.com,307-308-4981,Glendo,Platte,60125,688994,Men's Fashion,170,3,340,Payaxis,order_refunded
100355124,Albertina,Bensen,U,F,albertina.bensen@gmail.com,307-308-4981,Glendo,Platte,60125,688994,Men's Fashion,170,2,170,Payaxis,order_refunded
100354685,Drema,Galle,T,F,drema.galle@gmail.com,229-364-7348,Farmington,Oconee,51286,167242,Mobiles & Tablets,3139.2,2,3139.2,Payaxis,canceled
100354686,Sheryll,Newsome,U,F,sheryll.newsome@gmail.com,423-895-1341,Nashville,Davidson,60126,535212,Computing,315.2,2,315.2,cod,order_refunded
100354849,Sheryll,Newsome,U,F,sheryll.newsome@gmail.com,423-895-1341,Nashville,Davidson,60126,535212,Men's Fashion,149.9,2,149.9,cod,order_refunded
100358459,Sheryll,Newsome,U,F,sheryll.newsome@gmail.com,423-895-1341,Nashville,Davidson,60126,535212,Computing,315.2,2,315.2,cod,order_refunded
100354687,Bernard,Dewald,K,M,bernard.dewald@hotmail.co.uk,401-535-8490,Warwick,Kent,60127,536652,Home & Living,2900,2,2900,Payaxis,order_refunded
100356322,Bernard,Dewald,K,M,bernard.dewald@hotmail.co.uk,401-535-8490,Warwick,Kent,60127,536652,Mobiles & Tablets,1000,2,1000,Payaxis,canceled
100354688,Hilario,Brammer,W,M,hilario.brammer@hotmail.com,239-462-9760,Sarasota,Sarasota,60128,300941,Mobiles & Tablets,35,2,35,cod,order_refunded
100354689,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,265,3,530,Payaxis,complete
100354689,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,129,2,129,Payaxis,complete
100354690,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,49.9,2,49.9,Payaxis,canceled
100354692,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,35,2,35,Payaxis,canceled
100354693,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,35,4,105,Payaxis,canceled
100354691,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,115,4,345,Payaxis,complete
100354694,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Mobiles & Tablets,500,2,500,Payaxis,canceled
100356697,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,160,2,160,Payaxis,canceled
100356698,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,315,2,315,Payaxis,canceled
100359748,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,156,3,312,Payaxis,canceled
100361029,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,156,2,156,Payaxis,canceled
100375675,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,325,2,325,Payaxis,canceled
100375676,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,325,2,325,Payaxis,canceled
100375677,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,325,2,325,Payaxis,canceled
100375680,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,325,2,325,Payaxis,canceled
100375681,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,325,2,325,Payaxis,canceled
100375681,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,325,2,325,Payaxis,canceled
100375682,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Women's Fashion,379.8,2,379.8,Payaxis,canceled
100375683,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,99.8,2,99.8,Payaxis,canceled
100375684,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,196,2,196,Payaxis,canceled
100375685,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,196,2,196,Payaxis,canceled
100375686,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,196,2,196,Payaxis,canceled
100375687,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,196,2,196,Payaxis,canceled
100375688,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,99.8,2,99.8,Payaxis,canceled
100401731,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,325,3,650,Payaxis,canceled
100401754,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,69.9,2,69.9,Payaxis,canceled
100401763,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,325,3,650,Payaxis,canceled
100401779,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,325,3,650,Payaxis,canceled
100401799,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,259.9,2,259.9,Payaxis,canceled
100401814,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,325,2,325,Payaxis,canceled
100401824,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,325,3,650,Payaxis,canceled
100401837,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,196,2,196,Payaxis,canceled
100401881,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,285,2,285,Payaxis,canceled
100401890,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,285,2,285,Payaxis,canceled
100401901,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,285,2,285,Payaxis,canceled
100441393,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Appliances,2625,2,2625,Payaxis,canceled
100533723,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,299.9,2,299.9,Payaxis,canceled
100533724,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,299.9,2,299.9,Payaxis,canceled
100533726,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,299.9,2,299.9,Payaxis,canceled
100533727,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,299.9,2,299.9,Payaxis,canceled
100533729,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,1600,2,1600,Payaxis,canceled
100533733,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,59.9,2,59.9,Payaxis,canceled
100533735,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,274.9,2,274.9,Payaxis,canceled
100533739,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,39.9,2,39.9,Payaxis,canceled
100560796,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,39.8,1,0,Payaxis,canceled
100560807,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,99.9,1,0,Payaxis,canceled
100560817,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,99.9,1,0,Payaxis,canceled
100560829,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,99.9,1,0,Payaxis,canceled
100560841,Elizbeth,Raminez,E,F,elizbeth.raminez@gmail.com,217-405-0048,Brownstown,Fayette,56449,849200,Men's Fashion,119.8,2,119.8,Payaxis,canceled
100354695,Robbie,Dinapoli,U,M,robbie.dinapoli@yahoo.com,270-944-7436,Mill Springs,Wayne,60129,313357,Men's Fashion,29.9,2,29.9,cod,order_refunded
100354696,Rachell,Murguia,X,F,rachell.murguia@hotmail.com,217-234-9165,Brighton,Jersey,60130,304702,Mobiles & Tablets,64.5,2,64.5,cod,canceled
100354697,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Men's Fashion,29.9,2,29.9,jazzwallet,received
100354697,Lauran,Mayo,Z,F,lauran.mayo@gmail.com,480-518-4474,Phoenix,Maricopa,31655,852167,Men's Fashion,28.8,2,28.8,jazzwallet,received
